timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
283;184;1727;200.29
283;16;1724;200.33
283;140;1724;200.38
284;46;1735;200.42
284;80;1729;200.44
284;149;1735;200.45
285;81;1734;200.4
285;47;1725;200.35
286;39;1743;200.3
286;97;1746;200.27
287;31;1749;200.26
287;55;1763;200.23
287;77;1771;200.19
288;98;1749;200.16
288;112;1759;200.13
289;128;1750;200.12
289;61;1740;200.1
289;87;1750;200.07
290;70;1738;200.05
291;135;1712;200.04
291;253;1725;200.01
292;19;1722;199.97
292;219;1702;199.93
293;116;1727;199.88
293;66;1738;199.82
294;33;1715;199.79
294;108;1740;199.78
606;202;1745;199.8
606;274;1716;199.81
607;224;1727;199.83
607;256;1731;199.88
608;336;1728;199.96
609;55;1721;200.02
609;61;1738;200.07
610;336;1712;200.1
610;25;1733;200.09
610;245;1734;200.08
611;211;1695;200.08
611;43;1710;200.09
611;315;1763;200.08
612;286;1749;200.06
612;64;1780;200.02
612;245;1837;199.97
613;238;1825;199.93
613;113;1851;199.92
613;208;1883;199.9
613;199;1887;199.88
614;176;1913;199.85
614;107;1949;199.82
614;51;1923;199.78
615;63;1923;199.72
615;251;1952;199.66
616;105;1943;199.6
616;149;1936;199.56
616;51;1968;199.55
632;105;1949;199.56
633;64;1941;199.61
909;62;1977;199.67
909;111;1990;199.72
910;64;1962;199.75
910;47;1985;199.76
911;34;1996;199.73
912;178;1991;199.68
912;146;1984;199.63
912;166;1972;199.61
914;101;1967;199.64
914;160;1980;199.72
915;22;1975;199.79
916;163;1923;199.87
916;141;1942;199.9
917;203;1947;199.93
917;334;1892;199.93
918;35;1925;199.96
918;213;1951;199.99
919;390;1923;200.01
919;144;1905;200.03
919;161;1919;200.04
919;399;1874;200.01
921;262;1899;199.95
921;112;1920;199.87
921;411;1875;199.78
921;26;1920;199.7
1147;144;1911;199.62
1147;320;1871;199.62
1147;119;1838;199.65
1147;423;1840;199.66
1148;325;1786;199.68
1148;202;1840;199.75
1148;125;1858;199.84
1149;133;1841;199.95
1149;208;1848;200.08
1149;97;1905;200.23
1149;64;1894;200.37
1149;71;1936;200.5
1150;36;1943;200.61
1150;154;1953;200.71
1150;97;1947;200.79
1151;304;1999;200.86
1151;76;1936;200.91
1151;124;1901;200.97
1152;80;1972;201.03
1152;86;1958;201.09
1152;62;1974;201.19
1180;160;2032;201.3
1181;176;2012;201.43
1182;135;1995;201.53
1213;258;2033;201.6
1214;91;2038;201.63
1243;67;2020;201.62
1244;188;2033;201.57
1245;176;2063;201.48
1276;59;2029;201.41
1277;105;2031;201.32
1277;70;2076;201.25
1303;113;2057;201.24
1304;26;2086;201.23
1306;159;2082;201.29
1333;59;2061;201.38
1333;100;2059;201.46
1365;113;2091;201.55
1366;222;2086;201.64
1366;156;2078;201.74
1393;61;2065;201.85
1394;368;2035;201.91
1396;21;2043;201.85
1423;48;2043;201.8
1424;401;1958;201.85
1464;57;1905;201.93
1464;20;1873;202.0
1465;313;1735;202.08
1465;26;1699;202.2
1493;258;1714;202.37
1494;101;1673;202.52
1532;73;1675;202.65
1532;21;1631;202.73
1533;165;1598;202.75
1533;20;1523;202.78
1559;62;1574;202.81
1560;139;1534;202.81
1588;14;1474;202.81
1588;145;1474;202.78
1588;198;1456;202.75
1621;26;1399;202.74
1621;82;1417;202.72
1621;69;1369;202.71
1650;25;1367;202.67
1653;275;1403;202.64
1691;246;1414;202.6
1692;53;1405;202.55
1692;80;1392;202.54
1694;50;1402;202.56
1718;212;1451;202.59
1720;395;1392;202.61
1746;163;1469;202.59
1747;231;1455;202.55
1747;32;1458;202.52
1774;52;1509;202.52
1774;271;1443;202.63
1802;381;1503;202.86
1803;1424;1565;203.24
1803;1215;1575;203.69
1831;494;1571;204.18
1831;259;1519;204.71
1856;901;1629;205.19
1856;766;1502;205.69
1857;832;1690;206.09
1885;4095;1759;206.35
1887;3268;1854;206.47
1913;4095;1968;206.46
1913;4095;2355;206.42
1913;2217;1886;206.33
1950;3597;2097;206.25
1950;1202;1931;206.24
1950;2135;1795;206.46
1980;1177;1667;206.84
1980;1042;1783;207.32
1981;2023;1469;207.71
2010;3657;1502;208.04
2010;1417;1274;208.45
2037;687;1395;208.86
2037;1979;1351;209.27
2038;1810;1483;209.6
2072;2941;1595;209.81
2073;1918;1379;209.93
2073;1586;1475;209.99
2099;465;1527;210.04
2099;1265;1535;210.11
2126;523;1612;210.23
2126;2672;1677;210.33
2126;2374;1693;210.54
2155;1265;1741;210.83
2155;38;1706;211.14
2180;567;1625;211.49
2181;304;1703;211.83
2183;675;1616;212.07
2210;857;1937;212.22
2210;44;1744;212.34
2243;1789;1841;212.46
2243;257;1792;212.64
2244;52;1838;212.83
2272;241;1839;213.08
2272;433;1873;213.37
2273;44;1877;213.66
2300;209;1906;213.89
2301;351;1952;214.02
2335;81;2037;214.1
2336;237;2129;214.16
2336;111;2210;214.17
2362;144;2253;214.14
2362;389;2229;214.15
2363;96;2218;214.3
2397;143;2176;214.56
2397;250;2061;214.82
2397;21;1952;215.01
2425;134;1975;215.13
2426;301;1997;215.23
2462;24;1983;215.32
2462;151;2001;215.31
2462;293;2034;215.16
2464;16;2071;214.75
2492;176;2117;214.21
2492;240;2135;213.63
2523;25;2162;213.04
2523;65;2204;212.48
2524;62;2208;211.98
2553;14;2217;211.6
2555;135;2208;211.36
2555;86;2179;211.2
2585;32;2146;211.14
2585;90;2131;211.1
2587;54;2108;211.05
2616;14;2096;210.96
2616;25;2064;210.86
2647;70;2057;210.74
2648;113;2058;210.64
2648;64;2045;210.56
2679;89;2042;210.5
2680;45;2044;210.46
2680;38;2062;210.43
2710;26;2057;210.43
2711;20;2047;210.46
2711;107;2087;210.5
2740;79;2074;210.52
2740;87;2061;210.49
2770;112;2027;210.44
2771;21;1948;210.42
2771;117;1932;210.35
2801;62;1918;210.28
2801;48;1895;210.19
2801;205;1917;210.13
2834;435;1749;210.08
2834;240;1885;209.99
2834;131;1881;209.81
2865;206;1814;209.56
2866;152;1913;209.31
2897;131;1873;209.15
2898;129;1946;209.43
2898;240;1789;210.28
2930;490;1910;210.96
2930;689;1830;211.22
2931;336;1759;211.56
2959;215;1790;212.43
2959;398;1731;199.28
2960;1091;1690;200.62
2991;557;1844;201.44
2992;400;1851;202.15
2993;720;1887;202.41
3023;1490;2113;201.87
3023;885;2321;200.94
3052;1471;2486;200.14
3053;154;2691;199.75
3053;4095;2443;199.91
3082;103;2337;200.76
3084;867;2242;202.08
3084;1661;1709;203.56
3202;111;1534;190.64
3203;1645;1350;192.3
3203;1040;931;193.73
3204;4095;1125;194.97
3204;2285;1019;196.04
3206;1280;1035;196.82
3206;2089;991;197.19
3206;1652;1229;197.2
3206;51;1299;196.99
3208;1367;1369;196.93
3208;3156;1136;197.32
3245;1765;1500;198.13
3245;1488;1650;199.28
3246;47;1462;200.46
3456;1488;1774;201.58
3457;2033;1574;202.63
3457;982;1680;203.45
3458;880;1758;203.94
3458;389;1581;204.17
3458;1751;1618;204.31
3459;1200;1659;204.57
3459;144;1571;204.98
3460;48;1661;205.58
