timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
525;331;229;9.62
525;507;338;9.65
525;789;309;9.67
527;506;317;9.7
527;67;271;9.73
529;770;325;9.75
529;818;400;9.78
531;144;272;9.8
531;883;346;9.8
531;1136;407;9.8
533;60;279;9.78
533;803;324;9.78
535;485;263;9.77
535;337;353;9.74
535;485;284;9.7
537;108;240;9.68
537;208;304;9.67
539;846;356;9.65
539;191;307;9.62
539;112;263;9.59
541;1042;405;9.57
541;768;399;9.55
543;147;303;9.51
545;1383;427;9.45
545;234;303;9.38
545;272;346;9.3
547;1408;406;9.24
549;252;304;9.18
549;687;406;9.12
551;1419;405;9.06
551;218;293;9.01
553;594;336;8.95
553;1510;405;8.9
553;191;282;8.84
555;418;293;8.78
555;1622;409;8.73
555;235;290;8.72
555;150;279;8.74
555;1871;477;8.75
559;181;314;8.74
560;937;415;8.73
560;2142;398;8.72
560;491;393;8.7
560;535;336;8.67
560;1078;252;8.62
560;844;407;8.55
560;528;348;8.48
560;918;286;8.41
560;507;330;8.33
560;813;384;8.25
560;1473;432;8.19
1125;209;283;8.13
1125;822;368;8.08
1127;1777;457;8.05
1127;203;314;8.04
1127;687;350;8.04
1129;1307;307;8.03
1129;361;345;8.03
1129;593;329;8.05
1131;489;186;8.09
1131;687;368;8.13
1131;720;341;8.18
1133;288;209;8.26
1133;598;342;8.37
1133;592;313;8.52
1133;501;336;8.68
1135;192;278;8.85
1135;816;336;8.99
1135;887;405;9.11
1137;62;288;9.19
1137;732;336;9.25
1138;753;302;9.3
1138;249;329;9.35
1138;578;317;9.37
1138;253;241;9.37
1140;654;377;9.37
1141;507;308;9.37
1142;117;240;9.36
1142;574;363;9.34
1142;669;354;9.29
1144;240;310;9.25
1144;442;315;9.21
1145;1011;415;9.18
1145;795;371;9.14
1147;336;311;9.1
1147;1136;448;9.06
1147;592;304;9.03
1149;493;368;9.01
1149;1329;439;8.97
1149;209;253;8.93
1151;1113;448;8.88
1151;1345;455;8.83
1151;66;237;8.79
1151;922;393;8.77
1153;1375;451;8.77
1153;103;280;8.75
1153;638;307;8.74
1155;1519;433;8.72
1155;183;281;8.73
1155;323;269;8.73
1157;1769;511;8.72
1158;117;279;8.7
1158;783;397;8.69
1158;2179;528;8.7
1186;101;268;8.69
1188;810;364;8.67
1188;1265;336;8.64
1600;197;320;8.61
1600;656;342;8.57
1600;823;298;8.55
1600;337;306;8.52
1600;887;390;8.49
1600;1237;431;8.45
1606;150;273;8.42
1606;970;365;8.4
1606;1699;528;8.4
1606;21;265;8.42
1606;1058;366;8.42
1606;1759;465;8.41
1606;67;282;8.4
1606;940;362;8.39
1606;1191;324;8.4
1606;176;310;8.42
1614;894;357;8.43
1614;703;225;8.44
1615;329;311;8.45
1615;781;328;8.45
1615;384;304;8.46
1615;254;290;8.49
1615;699;306;8.51
1615;443;367;8.53
1615;226;308;8.55
1615;742;337;8.57
1615;924;422;8.61
1622;107;274;8.6
1622;909;347;8.72
1624;960;340;8.57
1626;190;322;8.71
1627;658;310;8.86
1627;350;242;8.81
1627;446;346;8.76
1627;776;320;8.74
1627;79;256;8.66
1630;320;324;8.67
1630;590;341;8.67
1630;147;291;8.63
1630;74;270;8.67
2073;1397;416;8.62
2073;755;415;8.62
2075;54;276;8.62
2075;1292;415;8.61
2077;553;334;8.6
2077;469;381;8.6
2077;1520;423;8.59
2079;266;283;8.58
2080;672;407;8.56
2080;1372;406;8.54
2082;176;287;8.54
2082;767;359;8.55
2082;1904;431;8.55
2082;87;287;8.52
2082;223;282;8.47
2082;1607;406;8.42
2082;116;291;8.38
2082;427;294;8.35
2089;1728;464;8.31
2090;165;301;8.26
2092;672;399;8.2
2092;1910;398;8.15
2092;853;411;8.13
2092;302;312;8.11
2097;1262;262;8.09
2097;1252;477;8.06
2097;581;366;8.04
2097;883;258;8.01
2097;686;365;7.99
2097;226;327;7.98
2097;1584;432;7.99
2097;294;295;7.99
2097;866;382;8.01
2097;1851;482;8.03
2097;150;294;8.05
2105;1119;400;8.04
2106;1728;367;8.06
2106;327;326;8.06
2106;989;366;8.07
2108;751;222;8.12
2108;725;384;8.14
2108;614;335;8.14
2112;261;207;8.14
2175;511;337;8.13
2175;511;301;8.14
2175;386;310;8.17
2175;617;307;8.19
2179;394;321;8.2
2180;885;385;8.19
2229;128;275;8.19
2229;944;368;8.18
2229;768;322;8.16
2229;100;304;8.15
2229;323;312;8.14
2286;807;300;8.1
2290;773;416;8.06
2290;755;315;8.05
2292;365;276;8.04
2292;804;395;8.03
2353;362;319;8.01
2355;605;310;7.99
2356;507;316;7.96
2356;592;368;7.94
2358;410;323;7.92
2359;495;294;7.89
2414;1728;471;7.88
2414;711;351;7.88
2415;272;327;7.88
2415;882;423;7.88
2415;438;272;7.88
2477;667;415;7.88
2477;1847;478;7.9
2477;256;267;7.9
2477;895;403;7.9
2477;1168;416;7.92
2477;189;272;7.93
2543;529;307;7.93
2543;1629;455;7.93
2545;226;293;7.94
2545;359;272;7.94
2547;1520;459;7.96
2547;279;309;7.98
2616;278;329;8.0
2616;1843;532;8.02
2616;114;263;8.04
2616;860;390;8.05
2616;1627;432;8.06
2616;112;295;8.08
2692;1040;391;8.11
2693;991;284;8.14
2693;302;321;8.15
2696;691;377;8.15
2699;877;371;8.14
2699;421;298;8.14
2699;1178;387;8.16
2699;1689;511;8.18
2796;351;318;8.2
2796;1183;384;8.2
2796;1857;496;8.2
2800;139;283;8.2
2800;919;368;8.21
2803;1489;320;8.23
2805;41;289;8.24
2806;1007;362;8.25
2806;406;230;8.25
2898;228;299;8.24
2900;883;331;8.24
2900;682;358;8.24
2900;438;335;8.25
2900;1053;359;8.27
2908;1390;479;8.28
2909;133;287;8.26
2909;1354;384;8.25
2913;1255;394;8.24
2913;91;298;8.24
3011;624;331;8.25
3013;619;260;8.27
3014;419;354;8.29
3014;638;320;8.31
3014;267;222;8.32
3014;222;306;8.32
3014;439;312;8.31
3014;112;297;8.31
3023;217;304;8.32
3026;1215;384;8.31
3123;304;331;8.3
3124;191;272;8.3
3126;797;389;8.29
3126;759;385;8.3
3128;183;304;8.31
3130;1299;432;8.32
3132;197;304;8.32
3132;863;409;8.33
3132;1664;400;8.35
3391;473;334;8.37
3395;987;435;8.39
3398;1189;402;8.39
3398;266;307;8.4
3400;617;339;8.41
3402;1936;461;8.41
3405;230;288;8.41
3406;339;283;8.41
3410;1337;375;8.43
3415;176;304;8.45
3415;544;260;8.47
3419;1626;455;8.48
3421;225;303;8.48
3425;550;386;8.48
3427;1991;405;8.49
3429;149;327;8.51
3432;707;347;8.53
3432;1494;271;8.52
3436;767;406;8.52
3440;560;342;8.51
3443;846;238;8.49
3445;567;349;8.49
3449;847;398;8.48
3451;1461;394;8.49
3451;483;318;8.48
3453;598;341;8.48
3454;1635;449;8.49
3456;39;262;8.51
3456;1151;393;8.53
3598;1792;364;8.56
3598;140;309;8.58
3598;923;372;8.6
3598;733;206;8.63
3598;555;361;8.64
3598;960;359;8.66
3606;413;190;8.67
3608;782;371;8.68
3608;509;304;8.69
3608;474;312;8.71
3614;73;304;8.74
3616;647;330;8.77
3616;378;337;8.8
3618;112;291;8.82
3620;757;336;8.84
4142;560;319;8.85
4143;105;299;8.85
4143;387;346;8.84
4143;499;273;8.82
4143;565;369;8.79
4143;482;317;8.77
4143;304;248;8.77
4143;555;378;8.77
4143;752;342;8.76
4143;330;273;8.75
4143;791;355;8.73
4143;835;379;8.73
4143;296;289;8.72
4143;208;287;8.72
4150;704;389;8.72
4150;439;304;8.7
4150;359;336;8.68
4150;1305;422;8.67
4150;400;283;8.64
4150;618;388;8.64
4150;814;381;8.64
4150;437;266;8.63
4150;964;434;8.62
4150;1461;453;8.6
4150;129;267;8.59
4150;1123;382;8.58
4150;1105;411;8.58
4150;71;272;8.58
4150;802;336;8.58
4150;1257;407;8.58
4150;187;288;8.59
4158;250;258;8.59
4158;1490;473;8.59
4158;251;299;8.58
4158;256;351;8.59
4160;1781;478;8.61
4160;85;279;8.62
4160;829;365;8.63
4160;1520;400;8.64
4160;265;341;8.64
4160;752;346;8.64
4160;1064;305;8.65
4160;418;336;8.65
4160;614;355;8.66
4160;798;385;8.68
4160;176;281;8.69
4160;1110;383;8.71
4160;1248;442;8.72
4166;104;252;8.72
4215;971;359;8.73
4218;1642;455;8.72
4218;81;288;8.72
4218;907;350;8.71
4218;1056;310;8.71
4275;245;319;8.71
4275;730;318;8.71
4277;334;263;8.71
4277;24;268;8.71
4277;635;308;8.7
4354;301;333;8.71
4354;130;295;8.72
