timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
489;528;317;27.96
489;336;287;27.97
489;289;338;27.97
489;593;350;27.97
489;525;332;27.97
489;178;319;27.96
489;917;400;27.94
489;566;321;27.92
489;209;314;27.91
489;720;320;27.89
489;350;290;27.87
489;267;319;27.85
489;451;292;27.84
489;299;304;27.82
497;208;304;27.81
497;642;367;27.81
497;462;339;27.81
499;150;313;27.81
499;857;393;27.8
499;400;307;27.8
499;215;304;27.79
501;624;312;27.79
501;173;272;27.78
501;272;305;27.77
501;382;305;27.76
501;201;297;27.74
501;354;336;27.73
501;613;368;27.72
501;279;319;27.71
501;464;355;27.7
505;833;378;27.69
505;154;288;27.68
505;705;368;27.69
505;544;318;27.69
505;4;272;27.68
507;707;351;27.67
507;465;320;27.66
507;0;285;27.65
509;752;339;27.64
509;484;323;27.63
509;119;304;27.63
509;929;384;27.62
509;551;325;27.61
509;41;299;27.61
511;827;330;27.61
827;312;284;27.6
827;47;304;27.59
827;671;303;27.58
832;247;303;27.57
832;80;307;27.56
833;883;374;27.56
834;365;336;27.56
834;17;304;27.56
835;1104;384;27.56
835;275;304;27.56
835;92;305;27.55
835;747;291;27.54
837;141;276;27.53
837;68;302;27.52
837;496;291;27.51
837;167;306;27.5
837;119;305;27.51
837;754;359;27.5
840;335;338;27.51
840;79;306;27.51
841;1073;375;27.5
841;234;306;27.49
841;75;298;27.48
841;704;293;27.48
841;99;278;27.48
841;77;305;27.49
841;579;314;27.49
841;50;293;27.5
841;198;322;27.5
841;902;381;27.5
867;93;304;27.5
868;482;368;27.49
1185;1006;362;27.49
1187;9;293;27.5
1187;532;359;27.5
1189;624;304;27.5
1189;94;299;27.48
1189;619;362;27.47
1189;674;330;27.46
1191;3;282;27.45
1191;551;357;27.44
1191;666;335;27.43
1191;0;304;27.42
1191;835;390;27.4
1191;711;304;27.38
1191;128;315;27.37
1191;625;321;27.36
1191;353;267;27.36
1191;131;316;27.35
1191;477;314;27.34
1191;414;320;27.34
1191;178;320;27.33
1191;781;384;27.33
1191;526;332;27.33
1191;178;316;27.33
1198;913;381;27.33
1198;399;298;27.33
1199;192;310;27.34
1199;530;304;27.33
1201;220;279;27.33
1201;180;307;27.32
1201;487;336;27.32
1448;339;320;27.33
1449;186;304;27.33
1449;704;385;27.34
1451;496;325;27.34
1451;274;318;27.35
1452;665;334;27.37
1452;290;291;27.38
1452;185;304;27.39
1455;409;290;27.38
1455;147;283;27.35
1455;272;324;27.31
1455;577;366;27.26
1455;264;310;27.23
1455;445;355;27.21
1455;865;384;27.23
1455;164;286;27.28
1455;673;367;27.33
1455;580;317;27.39
1455;0;271;27.44
1455;762;358;27.48
1460;565;324;27.5
1460;0;282;27.5
1460;753;354;27.49
1460;653;336;27.46
1495;80;304;27.41
1495;907;380;27.37
1495;624;336;27.34
1533;31;295;27.34
1535;974;351;27.35
1537;318;271;27.37
1584;0;282;27.39
1585;706;307;27.42
1587;240;293;27.46
1588;35;299;27.5
1588;918;368;27.53
1633;403;336;27.55
1635;59;303;27.57
1635;1126;391;27.57
1635;418;321;27.59
1676;110;310;27.59
1676;976;320;27.59
1676;275;300;27.59
1676;107;303;27.6
1721;575;276;27.6
1723;145;304;27.61
1723;87;304;27.63
1723;786;362;27.63
1788;288;335;27.64
1790;50;307;27.65
1790;1130;400;27.66
1792;307;312;27.69
1792;125;304;27.71
1792;808;310;27.73
1849;133;273;27.74
1849;111;305;27.76
1849;575;301;27.79
1854;47;292;27.8
1854;208;329;27.83
1856;867;373;27.84
1929;151;314;27.85
1932;437;368;27.86
1932;1071;370;27.87
1934;84;287;27.87
1936;578;370;27.88
1936;768;307;27.89
1936;95;304;27.9
2006;619;366;27.9
2008;705;317;27.92
2008;0;286;27.93
2010;648;353;27.94
2010;746;333;27.95
2012;0;290;27.95
2014;965;415;27.95
2096;773;322;27.96
2098;103;305;27.97
2101;784;339;27.97
2103;410;274;27.97
2104;5;298;27.98
2104;590;329;27.98
2106;496;320;27.99
2109;173;319;28.0
2110;870;394;28.01
2236;584;335;28.02
2238;219;322;28.02
2241;1088;389;28.02
2243;456;292;28.03
2245;256;316;28.04
2247;601;299;28.04
2250;295;279;28.04
2252;239;313;28.04
2253;592;338;28.04
2255;487;333;28.04
2256;229;315;28.04
2258;874;391;28.04
2258;537;331;28.04
2336;222;310;28.05
2338;937;361;28.05
2341;325;288;28.05
2341;222;304;28.04
2341;575;301;28.04
2341;222;285;28.03
2345;238;321;28.03
2345;688;357;28.02
2846;274;308;28.0
2846;456;352;28.0
2846;971;401;27.99
2848;303;304;27.98
2848;701;374;27.97
2848;852;357;27.96
2848;123;273;27.96
2848;752;366;27.96
2850;579;313;27.96
2850;0;272;27.96
2850;832;365;27.96
2850;655;342;27.97
2850;28;294;27.99
2852;829;365;28.02
2852;633;340;28.05
2852;15;290;28.06
2852;1141;387;28.08
2852;511;305;28.08
2854;32;282;28.09
2854;803;306;28.11
2854;269;272;28.15
2854;11;301;28.2
2854;725;325;28.26
2856;399;332;28.35
2856;69;304;28.48
2856;1081;387;28.66
2856;544;340;28.83
2856;101;305;28.98
2858;1102;347;29.11
2858;289;297;29.23
2858;78;304;29.35
2858;725;291;29.47
2858;157;275;29.63
2858;127;302;29.81
2860;768;341;29.97
2860;320;330;30.11
2860;71;302;30.2
2860;1104;390;30.27
2860;400;333;30.3
2862;182;315;30.28
2862;994;330;30.2
2862;243;298;30.07
2862;175;312;29.87
2862;698;285;29.65
2862;31;274;29.43
2862;91;315;29.24
2904;746;336;29.1
2904;133;309;28.98
2904;309;351;28.89
2904;1147;401;28.81
2904;169;302;28.75
2961;541;370;28.68
2961;922;333;28.61
2961;32;272;28.54
2966;583;366;28.45
2967;734;304;28.36
3028;3;281;28.27
3028;609;362;28.21
3028;754;336;28.17
3028;0;285;28.14
3028;719;379;28.11
3085;746;338;28.07
3085;59;308;28.03
3085;929;385;27.97
3085;598;293;27.93
3085;46;292;27.91
3085;529;308;27.91
3162;364;287;27.94
3162;115;308;27.98
3166;625;358;28.02
3166;560;333;28.05
3168;214;321;28.07
3168;949;386;28.07
3170;479;309;28.07
3245;214;312;28.09
3245;706;316;28.1
3248;354;284;28.12
3248;274;316;28.13
3251;485;298;28.14
3253;323;311;28.14
3253;176;305;28.14
3327;812;383;28.14
3327;506;332;28.16
3327;285;320;28.19
3327;1033;389;28.22
3327;394;293;28.26
3333;225;305;28.29
3333;589;302;28.31
3334;183;271;28.31
3411;225;311;28.31
3411;466;315;28.32
3411;246;304;28.35
3411;406;338;28.4
3411;816;387;28.48
3416;318;315;28.57
3416;701;375;28.66
3485;899;363;28.75
3485;139;272;28.81
3485;673;361;28.87
3485;547;307;28.92
3485;0;268;28.99
3485;771;356;29.08
3552;568;330;29.16
3552;16;287;29.24
3552;798;353;29.33
3552;668;337;29.43
3552;10;303;29.53
3552;1159;384;29.63
3625;629;318;29.77
3625;0;287;29.92
3625;833;309;30.1
3625;304;278;30.28
3625;12;286;30.46
3625;809;334;30.59
3625;469;338;30.7
3715;95;304;30.78
3715;1169;400;30.85
3715;448;320;30.94
3715;50;302;31.07
3715;1131;348;31.23
3715;226;275;31.41
3715;90;303;31.53
3715;681;290;31.6
3800;174;288;31.64
3800;162;304;31.66
3802;735;357;31.69
3802;304;331;31.75
3802;125;309;31.85
3802;1134;375;31.97
3805;336;320;32.08
3805;288;322;32.16
3882;993;317;32.23
3884;193;278;32.29
3884;102;302;32.4
