timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
3867;0;300;29.15
3867;528;299;29.12
3867;207;304;29.11
3867;0;282;29.1
3867;738;365;29.08
3867;256;323;29.04
3867;27;304;29.01
3875;912;355;29.03
3875;192;294;29.08
3877;50;298;29.13
3877;511;281;29.15
3877;64;276;29.15
3877;176;313;29.13
3879;414;287;29.09
3879;0;294;29.04
3879;113;302;28.99
3881;645;347;28.94
3881;227;333;28.9
3881;199;321;28.88
3883;865;355;28.88
3883;320;307;28.87
3883;81;302;28.85
3883;528;295;28.83
3883;37;274;28.81
3883;58;296;28.77
3883;400;304;28.71
3883;14;294;28.64
3883;13;307;28.58
3883;582;352;28.53
3883;110;311;28.48
3883;294;350;28.45
3883;835;365;28.43
3883;12;294;28.41
3892;550;354;28.38
3892;595;301;28.35
3894;26;299;28.31
3894;368;337;28.27
3894;431;302;28.24
3894;156;320;28.21
3894;439;342;28.17
3894;507;307;28.14
3894;17;289;28.1
3894;627;382;28.08
3894;449;304;28.04
3894;92;310;28.02
3900;576;342;28.02
3900;327;283;28.02
3900;123;306;28.0
3900;378;304;27.96
3900;207;293;27.91
3903;109;308;27.87
3903;458;340;27.85
3905;362;320;27.83
3905;283;320;27.83
3905;663;384;27.83
3905;288;302;27.84
3907;109;304;27.84
3909;477;321;27.84
3983;275;289;27.83
3983;315;314;27.81
3983;115;269;27.78
3985;230;307;27.76
3985;146;298;27.75
3985;529;345;27.73
3989;298;327;27.7
4062;189;305;27.67
4063;511;362;27.63
4063;189;295;27.61
4063;213;316;27.59
4063;321;299;27.56
4063;112;273;27.53
4063;201;293;27.49
4126;192;290;27.46
4126;75;291;27.43
4126;118;320;27.41
4126;402;349;27.42
4126;379;321;27.43
4126;295;336;27.42
4183;1060;406;27.42
4186;174;295;27.41
4186;287;316;27.37
4186;304;298;27.35
4186;0;283;27.34
4239;401;325;27.34
4239;130;295;27.33
4239;0;282;27.3
4239;704;347;27.25
4239;348;320;27.21
4298;0;281;27.18
4298;501;336;27.14
4298;372;327;27.11
4298;0;306;27.08
4298;848;368;27.06
4383;347;303;27.08
4386;65;307;27.13
4386;656;301;27.2
4386;225;286;27.26
4386;42;304;27.28
4390;528;320;27.28
4390;70;291;27.28
4390;0;288;27.29
4390;708;368;27.3
4513;215;325;27.31
4513;0;282;27.31
4513;687;343;27.29
4513;81;288;27.28
4513;64;303;27.27
4520;551;305;27.27
4520;132;273;27.28
4521;0;274;27.3
4521;1323;359;27.33
4521;427;313;27.39
4521;73;305;27.48
4614;640;353;27.59
4614;25;305;27.68
4614;0;288;27.81
4614;570;333;28.0
4614;605;335;28.22
4614;53;292;28.47
4614;541;294;28.75
4614;42;299;29.04
4614;245;283;29.28
4696;214;294;29.45
4698;305;286;29.59
4698;336;341;29.72
4698;366;336;29.88
4700;0;297;30.05
4700;282;341;30.25
4700;750;347;30.45
4780;144;272;30.61
4780;193;320;30.75
4780;237;279;30.86
4780;40;304;30.95
4780;221;320;31.03
4780;64;287;31.12
4780;0;283;31.17
4780;303;320;31.16
