timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
682;0;2559;3.57
682;950;185;3.59
682;813;3605;3.59
682;5;2526;3.59
684;1077;155;3.61
684;829;3239;3.61
684;72;2338;3.59
684;1104;0;3.55
684;845;3235;3.5
684;0;2390;3.46
684;1088;0;3.44
684;780;3396;3.44
684;0;2513;3.44
684;1103;0;3.42
684;794;2898;3.4
684;17;2559;3.38
684;1045;0;3.35
690;784;3102;3.33
690;77;2677;3.33
691;1021;0;3.32
691;783;3119;3.31
691;122;2724;3.3
691;1073;0;3.28
691;667;2962;3.27
691;140;2627;3.25
691;1101;0;3.22
691;654;3020;3.19
691;126;2779;3.14
691;1094;0;3.08
691;666;3143;3.04
691;208;2961;3.0
691;1175;0;2.99
698;677;2915;2.99
698;264;2967;3.01
698;1161;0;3.03
698;647;2794;3.07
698;262;3282;3.14
698;1158;169;3.18
698;609;2887;3.2
698;370;3031;3.21
698;1095;0;3.22
698;612;2546;3.23
698;240;3003;3.25
698;1105;0;3.26
698;572;2639;3.27
698;366;2947;3.28
698;1126;0;3.28
705;562;2432;3.27
705;387;2934;3.26
706;1144;0;3.27
706;545;2518;3.29
706;381;2993;3.32
706;1071;0;3.33
706;591;2352;3.34
709;391;3194;3.36
709;1123;0;3.38
710;511;2333;3.4
710;394;3275;3.45
710;1102;0;3.49
711;464;2523;3.54
711;449;3340;3.56
711;1136;0;3.57
711;425;2288;3.55
711;432;3373;3.54
1027;1114;0;3.53
1028;400;2339;3.51
1028;464;3499;3.48
1028;1165;0;3.45
1030;353;2118;3.43
1030;557;3193;3.44
1030;1151;0;3.47
1030;326;2154;3.52
1030;579;3525;3.57
1030;1073;85;3.62
1030;246;2371;3.67
1030;640;3711;3.71
1030;1099;0;3.75
1030;219;1937;3.75
1030;618;4095;3.74
1030;1074;0;3.72
1035;165;1973;3.71
1035;657;3487;3.68
1035;1066;80;3.65
1036;159;2091;3.63
1036;711;3707;3.63
1036;1037;0;3.64
1036;132;1616;3.66
1036;718;3233;3.68
1036;999;0;3.7
1036;114;1777;3.72
1036;688;3751;3.75
1036;1088;27;3.77
1036;0;1869;3.79
1065;815;4053;3.8
1065;1076;228;3.79
1065;103;1646;3.77
1374;878;4039;3.76
1374;1042;188;3.75
1374;0;1535;3.73
1374;875;3583;3.72
1379;1091;71;3.71
1379;0;1634;3.7
1379;784;3891;3.68
1379;1089;43;3.66
1379;0;1443;3.65
1379;859;3858;3.65
1379;1007;66;3.64
1379;0;1162;3.64
1379;785;3919;3.63
1379;1041;161;3.63
