timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
775;110;2762;20.77
776;117;2640;20.74
776;59;0;20.71
777;131;2833;20.69
777;156;2944;20.68
777;98;0;20.67
781;99;2559;20.67
781;28;2946;20.67
781;18;53;20.67
783;0;2807;20.67
783;215;2988;20.66
786;96;33;20.66
786;70;2640;20.68
788;75;2926;20.7
790;55;0;20.72
790;95;2479;20.73
792;86;2883;20.75
794;79;0;20.76
795;98;2506;20.78
795;133;3111;20.8
795;0;133;20.84
795;114;2339;20.89
795;143;3127;20.93
795;59;49;20.95
795;64;2394;20.98
795;130;3055;21.01
802;94;0;21.04
802;112;2116;21.07
805;237;3155;21.1
805;10;117;21.14
805;55;2242;21.16
805;145;3290;21.17
805;102;165;21.17
805;95;2089;21.17
805;217;3184;21.17
811;60;216;21.17
811;96;2029;21.17
813;133;3295;21.18
813;89;245;21.19
813;0;2090;21.2
815;256;3526;21.19
815;34;293;21.19
817;50;2014;21.18
817;322;3351;21.19
817;85;142;21.21
819;133;1765;21.21
819;139;3889;21.23
821;48;264;21.24
821;7;1808;21.26
821;113;3828;21.28
823;9;464;21.29
823;8;1840;21.3
825;48;3632;21.33
825;50;463;21.36
825;0;1785;21.39
827;149;3835;21.4
827;103;486;21.41
829;63;1558;21.42
829;199;3977;21.42
829;96;397;21.43
831;11;1535;21.45
831;390;3627;21.46
831;0;383;21.46
833;2;1307;21.46
833;214;3679;21.45
833;65;408;21.43
835;0;1283;21.42
835;169;3966;21.42
835;188;651;21.41
837;0;1354;21.41
837;229;4095;21.4
837;41;577;21.41
839;0;1393;21.41
839;255;4095;21.41
839;45;529;21.41
1338;0;1223;21.41
1338;304;4063;21.4
1340;129;591;21.38
1340;0;1263;21.37
1341;245;3935;21.36
1342;16;815;21.37
1342;0;1133;21.38
1344;193;4095;21.4
1344;36;799;21.41
1344;0;989;21.44
1346;197;4016;21.46
1346;99;835;21.47
1348;0;962;21.49
1348;243;3888;21.5
1348;2;834;21.5
1350;0;946;21.49
1350;217;3968;21.47
1352;0;1041;21.45
1352;0;705;21.44
1353;193;3979;21.43
1354;0;1037;21.41
1354;0;871;21.4
1356;193;4086;21.37
1356;0;1074;21.34
1356;0;751;21.32
1358;241;4095;21.3
1358;0;1298;21.28
1360;0;859;21.26
1360;264;3856;21.26
1360;0;1149;21.24
1362;2;723;21.23
1362;209;4095;21.22
1364;0;1522;21.22
1364;16;672;21.21
1364;195;3985;21.2
1366;0;1168;21.19
1367;0;457;21.18
1367;208;3681;21.17
1369;3;1459;21.15
1369;0;717;21.14
1371;246;4090;21.13
1372;39;1392;21.13
1372;0;351;21.12
1374;201;3650;21.12
1374;0;1488;21.12
1376;0;353;21.1
1376;174;3766;21.08
1376;0;1518;21.05
1413;107;416;21.01
1414;143;3383;20.97
1414;0;1523;20.95
1416;0;74;20.93
1824;173;3785;20.92
1824;0;1702;20.92
1826;0;240;20.91
1827;207;3465;20.88
1828;0;1579;20.84
1828;7;126;20.79
1829;259;3777;20.73
1829;0;1845;20.67
1829;0;326;20.61
1831;177;3423;20.55
1831;0;1693;20.49
1831;0;174;20.46
1833;219;3391;20.43
1833;0;1883;20.4
1833;11;121;20.37
1833;326;3373;20.35
1836;0;1984;20.32
1836;86;48;20.3
1837;187;3172;20.31
1837;0;2015;20.32
1837;128;16;20.35
1839;148;3350;20.4
1839;55;2205;20.45
1840;199;234;20.5
1840;102;3452;20.53
1841;0;2251;20.55
1841;48;175;20.57
1841;165;3273;20.59
1843;0;2227;20.6
1843;19;167;20.61
1845;151;3120;20.61
1845;17;2307;20.61
1846;0;10;20.6
1846;121;3270;20.58
1848;31;2436;20.56
1848;49;304;20.53
1848;82;3273;20.49
1850;0;2523;20.45
1850;108;192;20.4
2218;208;3239;20.35
2220;14;2522;20.31
2220;101;57;20.27
2220;100;2817;20.24
2222;48;2426;20.21
2222;49;192;20.19
2224;153;3026;20.16
2224;23;2419;20.13
2224;17;135;20.1
2226;139;2811;20.08
2226;109;2526;20.07
2228;33;23;20.05
2228;145;2800;20.04
2230;0;2500;20.04
2230;56;12;20.05
2230;108;2649;20.06
2232;0;2557;20.07
2232;137;0;20.08
2232;127;2626;20.1
2234;120;2743;20.11
2234;55;0;20.13
2234;113;2688;20.15
2236;111;2809;20.17
2236;87;0;20.21
2236;45;2597;20.23
2238;91;2948;20.24
2239;0;18;20.24
2239;52;2533;20.22
2239;118;2946;20.19
2241;74;0;20.16
2241;154;2304;20.12
2243;208;2925;20.06
2243;138;107;20.02
2243;35;2483;19.98
2245;147;3017;19.94
2288;77;10;19.91
2289;41;2153;19.89
2290;145;3136;19.88
2290;29;48;19.87
2337;77;2126;19.88
2339;154;3103;19.9
2339;42;0;19.94
2339;74;2180;19.97
2341;122;3163;20.01
2384;107;64;20.05
2386;51;2159;20.09
2386;134;3376;20.13
2388;65;160;20.15
2432;39;2167;20.17
2432;167;3677;20.18
2434;83;334;20.18
2434;65;2101;20.18
2487;127;3451;20.17
2488;72;256;20.16
2488;0;1942;20.14
2488;335;3445;20.14
2488;87;326;20.14
2536;79;1796;20.14
2536;185;3434;20.13
2538;115;147;20.12
2538;1;1876;20.12
2540;140;3741;20.11
2587;39;389;20.11
2587;35;1968;20.1
2587;115;3924;20.1
2589;71;276;20.11
2639;0;1718;20.12
2639;42;3782;20.12
2639;0;511;20.14
2641;32;1695;20.15
2641;169;3856;20.17
2687;48;426;20.18
2689;154;1700;20.2
2689;285;3794;20.23
2691;45;453;20.26
2737;0;1660;20.28
2737;242;3963;20.3
2739;0;610;20.33
2739;127;1495;20.34
2741;210;3973;20.36
2795;116;471;20.37
2795;21;1529;20.36
2796;182;3767;20.36
2796;43;533;20.36
2796;1;1264;20.36
2841;218;3888;20.37
2843;35;588;20.37
2843;0;1511;20.37
2846;272;4095;20.37
2892;0;632;20.36
2896;0;1233;20.35
2896;441;3815;20.33
2896;91;510;20.31
2896;36;1266;20.29
2951;177;3683;20.26
2953;84;655;20.25
2955;0;1083;20.24
2955;247;4026;20.25
2957;71;665;20.25
3139;6;1067;20.26
3141;189;4001;20.27
3143;23;758;20.28
3143;0;1015;20.3
3145;239;4095;20.31
3145;32;923;20.32
3147;43;817;20.33
3149;203;3843;20.33
3149;0;805;20.32
3149;58;832;20.3
3149;77;3738;20.29
3149;0;880;20.27
3149;0;769;20.27
3155;357;4083;20.28
3157;0;953;20.28
